Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,4.28,Penguin Books,Paperback,254,2006,180,2023/10/21,2023/04/11,,,read,,,,1,0
57570032,Career and Family: Women’s Century-Long Journey toward Equity,Claudia Goldin,"Goldin, Claudia",,"=""0691201781""","=""9780691201788""",0,4.23,Princeton University Press,Hardcover,344,2021,2021,,2023/10/09,to-read,to-read (#234),to-read,,,,0,0
3601593,Non Violent Communication A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",,"=""""","=""""",0,4.34,,,264,2008,1999,,2023/10/08,to-read,to-read (#233),to-read,,,,0,0
57179216,Genesis and Validity: The Theory and Practice of Intellectual History,Martin Jay,"Jay, Martin",,"=""081225340X""","=""9780812253405""",0,3.86,University of Pennsylvania Press,Hardcover,312,2021,,,2023/10/07,to-read,to-read (#232),to-read,,,,0,0
17977627,The Critic in the Modern World: Public Criticism from Samuel Johnson to James Wood,James Ley,"Ley, James",,"=""1623569311""","=""9781623569310""",0,3.40,Bloomsbury Academic,Paperback,248,2014,2013,,2023/10/07,to-read,to-read (#231),to-read,,,,0,0
199260577,Tech Leadership: The Blueprint for Evolving from Individual Contributor to Tech Leader,Andrew Swerdlow,"Swerdlow, Andrew",,"=""""","=""""",0,4.67,Base Two Publishing,Kindle Edition,343,2023,,,2023/10/02,to-read,to-read (#230),to-read,,,,0,0
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",0,3.97,Penguin,Hardcover,544,2012,2012,,2023/09/15,to-read,to-read (#229),to-read,,,,0,0
32714239,Twitter and Tear Gas: The Power and Fragility of Networked Protest,Zeynep Tufekci,"Tufekci, Zeynep",,"=""0300215126""","=""9780300215120""",0,4.09,Yale University Press,Hardcover,326,2017,2017,,2023/09/15,to-read,to-read (#228),to-read,,,,0,0
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,"=""046509760X""","=""9780465097609""",0,3.95,Basic Books,Hardcover,432,2018,2018,,2023/09/15,to-read,to-read (#227),to-read,,,,0,0
90590134,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,"Suleyman, Mustafa",Michael Bhaskar,"=""0593593952""","=""9780593593950""",0,3.87,Crown,Hardcover,332,2023,2023,,2023/09/08,to-read,to-read (#226),to-read,,,,0,0
569775,The Art of Electronics,Paul Horowitz,"Horowitz, Paul",Winfield Hill,"=""0521370957""","=""9780521370950""",0,4.38,Cambridge University Press,Hardcover,1125,1989,1980,,2023/09/08,to-read,to-read (#225),to-read,,,,0,0
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.","Jonathan Lethem, José Laurênio de Mello","=""0375757910""","=""9780375757914""",0,3.83,Modern Library,Paperback,182,2001,1908,,2023/09/03,to-read,to-read (#224),to-read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.30,Penguin Classics,Paperback,1276,2003,1844,,2023/08/21,to-read,to-read (#223),to-read,,,,0,0
61884834,"How Trust Works: The Science of How Relationships Are Built, Broken, and Repaired",Peter H. Kim,"Kim, Peter H.",,"=""1250838150""","=""9781250838155""",0,3.71,Flatiron Books,Hardcover,256,2023,,,2023/08/15,to-read,to-read (#221),to-read,,,,0,0
7366180,Geometric Exercises in Paper Folding,T. Sundara Row,"Row, T. Sundara",T.S. Row,"=""0486215946""","=""9780486215945""",0,2.67,Dover Pubns,Paperback,148,1997,1958,,2023/08/15,to-read,to-read (#220),to-read,,,,0,0
44735,The Elements of Typographic Style,Robert Bringhurst,"Bringhurst, Robert",,"=""0881792063""","=""9780881792065""",0,4.26,Hartley and Marks Publishers,Paperback,352,2004,1992,,2023/08/08,to-read,to-read (#219),to-read,,,,0,0
52879286,Humankind: A Hopeful History,Rutger Bregman,"Bregman, Rutger","Elizabeth Manton, Erica Moore","=""0316418536""","=""9780316418539""",0,4.32,"Little, Brown and Company",Hardcover,462,2020,2019,,2023/08/08,to-read,to-read (#218),to-read,,,,0,0
31837,The Consolation of Philosophy,Boethius,"Boethius, Boethius",Victor  Watts,"=""0140447806""","=""9780140447804""",0,4.03,Penguin Classics,Paperback,155,1999,524,,2023/08/05,to-read,to-read (#216),to-read,,,,0,0
159964,The Dhammapada,Anonymous,"Anonymous, Anonymous","Thich Nhat Hanh, Ananda Maitreya, Viggo Fausbll","=""0938077872""","=""9780938077879""",0,4.27,Parallax Press,Paperback,114,2001,-400,,2023/08/05,to-read,to-read (#215),to-read,,,,0,0
43185339,The Enchiridion & Discourses of Epictetus,Epictetus,"Epictetus, Epictetus",,"=""1729607268""","=""9781729607268""",0,4.26,CreateSpace Independent Publishing Platform,Paperback,124,2018,108,,2023/08/05,to-read,to-read (#214),to-read,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Jacob Needleman, Brian Browne Walker, Jane English, James Legge, Toinette Lippe, Vladimir Antonov, Claudio Lamparelli, Gia-Fu Feng, Mikhail Nikolenko","=""0679724346""","=""9780679724346""",0,4.30,Vintage,Paperback,107,1989,-400,,2023/05/29,to-read,to-read (#196),to-read,,,,0,0
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",,"=""0140442103""","=""9780140442106""",0,4.34,Penguin Books,Paperback,254,2004,65,,2023/08/05,to-read,to-read (#213),to-read,,,,0,0
20897517,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,Hampton Sides,"Sides, Hampton",,"=""0385535376""","=""9780385535373""",0,4.27,Doubleday,Hardcover,454,2014,2014,,2023/08/05,to-read,to-read (#212),to-read,,,,0,0
36979438,Lost Connections: Uncovering the Real Causes of Depression – and the Unexpected Solutions,Johann Hari,"Hari, Johann",,"=""""","=""""",0,4.27,Bloomsbury Publishing,Kindle Edition,336,2018,2018,,2023/08/04,to-read,to-read (#211),to-read,,,,0,0
54968807,Masala Lab : The Science of Indian Cooking,Krish Ashok,"Ashok, Krish",,"=""0143451375""","=""9780143451372""",4,3.77,Penguin India,Paperback,280,2020,2020,2023/08/03,2023/02/14,,,read,,,,1,0
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0751532711""","=""9780751532715""",4,4.11,Time Warner Books UK,Paperback,195,2001,1997,2023/08/03,2023/07/19,,,read,,,,1,0
18517869,Sports Gene,David   Epstein,"Epstein, David",,"=""022409162X""","=""9780224091626""",0,4.20,YELLOW JERSEY PRESS,Paperback,352,2014,2013,,2023/08/03,to-read,to-read (#210),to-read,,,,0,0
55836283,The Self-Assembling Brain: How Neural Networks Grow Smarter,Peter Robin Hiesinger,"Hiesinger, Peter Robin",,"=""0691181225""","=""9780691181226""",0,4.18,Princeton University Press,Hardcover,384,2021,,,2023/07/16,to-read,to-read (#209),to-read,,,,0,0
60021484,"The Equality Machine: Harnessing Digital Technology for a Brighter, More Inclusive Future",Orly Lobel,"Lobel, Orly",,"=""1541774752""","=""9781541774759""",0,3.92,PublicAffairs,Hardcover,368,2022,,,2023/07/14,to-read,to-read (#208),to-read,,,,0,0
51343034,New Laws of Robotics: Defending Human Expertise in the Age of AI,Frank Pasquale,"Pasquale, Frank",,"=""0674975227""","=""9780674975224""",0,3.56,Belknap Press: An Imprint of Harvard University Press,Hardcover,344,2020,,,2023/07/14,to-read,to-read (#207),to-read,,,,0,0
61319931,"More than a Glitch: Confronting Race, Gender, and Ability Bias in Tech",Meredith Broussard,"Broussard, Meredith",,"=""0262047659""","=""9780262047654""",0,4.17,The MIT Press,Hardcover,248,2023,2023,,2023/07/14,to-read,to-read (#206),to-read,,,,0,0
50131136,"Atlas of AI: Power, Politics, and the Planetary Costs of Artificial Intelligence",Kate Crawford,"Crawford, Kate",,"=""0300209576""","=""9780300209570""",0,3.99,Yale University Press,ebook,288,2020,2020,,2023/07/14,to-read,to-read (#205),to-read,,,,0,0
469868,Game Theory (Mit Press),Drew Fudenberg,"Fudenberg, Drew",Jean Tirole,"=""0262061414""","=""9780262061414""",0,4.06,The MIT Press,Hardcover,603,1991,1991,,2023/07/08,to-read,to-read (#204),to-read,,,,0,0
30423532,Twenty Lectures on Algorithmic Game Theory,Tim Roughgarden,"Roughgarden, Tim",,"=""1107172667""","=""9781107172661""",0,4.36,Cambridge University Press,Hardcover,250,2016,,,2023/07/05,to-read,to-read (#203),to-read,,,,0,0
51635906,Trustworthy Online Controlled Experiments: A Practical Guide to A/B Testing,Ron Kohavi,"Kohavi, Ron","Diane Tang, Ya Xu","=""1108724264""","=""9781108724265""",0,4.41,Cambridge University Press,Paperback,271,2020,,,2023/07/05,to-read,to-read (#202),to-read,,,,0,0
673058,Putting Auction Theory to Work (Churchill Lectures in Economics),Paul R. Milgrom,"Milgrom, Paul R.",,"=""0521536723""","=""9780521536721""",0,4.14,Cambridge University Press,Paperback,396,2004,2004,,2023/07/05,to-read,to-read (#201),to-read,,,,0,0
319790,Exercises in Style,Raymond Queneau,"Queneau, Raymond",Barbara  Wright,"=""0811207897""","=""9780811207898""",0,4.06,New Directions,Paperback,204,1981,1947,,2023/04/30,,,read,,,,1,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",0,4.16,Oxford University Press,Paperback,1392,1998,1869,,2023/06/07,to-read,to-read (#200),to-read,,,,0,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",5,3.96,Random House,Paperback,321,1997,1997,,2023/06/01,,,read,Highly recommended! ,,,1,0
18246,War and Peace and War: The Rise and Fall of Empires,Peter Turchin,"Turchin, Peter",,"=""0452288193""","=""9780452288195""",0,4.17,Plume,Paperback,416,2007,2005,,2023/05/30,to-read,to-read (#199),to-read,,,,0,0
70420,The Undercover Economist,Tim Harford,"Harford, Tim",,"=""0195189779""","=""9780195189773""",0,3.81,Oxford University Press,Hardcover,288,2005,2005,,2023/05/30,to-read,to-read (#198),to-read,,,,0,0
45834981,Great Founder Theory,Samo Burja,"Burja, Samo",,"=""""","=""""",0,4.16,,,,2018,,,2023/05/30,to-read,to-read (#197),to-read,,,,0,0
867247,A Book of Five Rings: The Classic Guide to Strategy,Miyamoto Musashi,"Musashi, Miyamoto","Victor Harris, Lew Hartman","=""0517415283""","=""9780517415283""",0,3.97,Gramercy,Hardcover,192,1988,1645,,2023/05/13,to-read,to-read (#195),to-read,,,,0,0
29889529,Neuroplasticity (The MIT Press Essential Knowledge series),Moheb Costandi,"Costandi, Moheb",,"=""0262529335""","=""9780262529334""",0,4.01,MIT Press,Paperback,192,2016,2016,,2023/04/20,to-read,to-read (#194),to-read,,,,0,0
