Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9547888,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,"Levine, Amir",Rachel Heller,"=""1585428485""","=""9781585428489""",0,4.14,Tarcher,Hardcover,304,2010,2010,,2024/07/25,to-read,to-read (#402),to-read,,,,0,0
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",0,4.39,Simon & Schuster,Paperback,886,1995,1986,,2023/07/20,"nuclear, currently-reading","nuclear (#1), currently-reading (#2)",currently-reading,,,,2,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2024/07/24,to-read,to-read (#401),to-read,,,,0,0
56430139,"Shape: The Hidden Geometry of Information, Biology, Strategy, Democracy, and Everything Else",Jordan Ellenberg,"Ellenberg, Jordan",,"=""1984879065""","=""""",0,3.73,Penguin Press,Kindle Edition,480,2021,2021,,2024/07/22,to-read,to-read (#400),to-read,,,,0,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.95,Penguin Press,Hardcover,480,2014,2014,,2024/07/22,"to-read, maths","to-read (#399), maths (#1)",to-read,,,,0,0
6321411,Something Incredibly Wonderful Happens: Frank Oppenheimer and the world he made up,K.C. Cole,"Cole, K.C.",,"=""0151008221""","=""9780151008223""",0,4.22,Mariner Books,Hardcover,416,2009,2009,,2024/07/22,"to-read, patrick-collison-green","to-read (#398), patrick-collison-green (#13)",to-read,,,,0,0
83884,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp,Peter Norvig,"Norvig, Peter",,"=""1558601910""","=""9781558601918""",0,4.32,Morgan Kaufmann,Paperback,976,1991,1991,,2024/07/22,"to-read, patrick-collison-green","to-read (#397), patrick-collison-green (#12)",to-read,,,,0,0
79766,"A Pattern Language: Towns, Buildings, Construction (Center for Environmental Structure Series)",Christopher W. Alexander,"Alexander, Christopher W.","Sara Ishikawa, Murray Silverstein, Max  Jacobson, Ingrid Fiksdahl-King, Shlomo Angel","=""0195019199""","=""9780195019193""",0,4.42,Oxford University Press,Hardcover,1171,1977,1977,,2024/07/22,"to-read, patrick-collison-green","to-read (#396), patrick-collison-green (#11)",to-read,,,,0,0
181239,Metamagical Themas: Questing for the Essence of Mind and Pattern,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465045669""","=""9780465045662""",0,4.20,Basic Books,Paperback,852,1985,1985,,2024/07/22,"patrick-collison-green, currently-reading","patrick-collison-green (#10), currently-reading (#1)",currently-reading,,,,1,0
2418533,Out of Mao's Shadow: The Struggle for the Soul of a New China,Philip P. Pan,"Pan, Philip P.",,"=""1416537058""","=""9781416537052""",0,4.11,Simon & Schuster,Hardcover,368,2008,2008,,2024/07/22,"to-read, patrick-collison-green","to-read (#395), patrick-collison-green (#9)",to-read,,,,0,0
11473,"The Paris Review Interviews, 1",The Paris Review,"Review, The Paris",Philip Gourevitch,"=""0312361750""","=""9780312361754""",0,4.38,Picador,Paperback,510,2006,2006,,2024/07/22,"to-read, patrick-collison-green","to-read (#394), patrick-collison-green (#8)",to-read,,,,0,0
703532,"Mindstorms: Children, Computers, And Powerful Ideas",Seymour Papert,"Papert, Seymour",,"=""0465046746""","=""9780465046744""",0,4.31,Basic Books,Paperback,252,1993,1980,,2024/07/22,"to-read, patrick-collison-green","to-read (#393), patrick-collison-green (#7)",to-read,,,,0,0
180506,If the Universe Is Teeming with Aliens ... WHERE IS EVERYBODY?: Fifty Solutions to the Fermi Paradox and the Problem of Extraterrestrial Life,Stephen  Webb,"Webb, Stephen",,"=""0387955011""","=""9780387955018""",0,4.21,Copernicus Books,Hardcover,304,2002,2002,,2024/07/08,"to-read, patrick-collison-green","to-read (#375), patrick-collison-green (#5)",to-read,,,,0,0
18490568,"Age of Ambition: Chasing Fortune, Truth, and Faith in the New China",Evan Osnos,"Osnos, Evan",,"=""0374280746""","=""9780374280741""",0,4.25,"Farrar, Straus and Giroux",Hardcover,403,2014,2014,,2024/07/22,"to-read, patrick-collison-green","to-read (#392), patrick-collison-green (#4)",to-read,,,,0,0
722412,The Dream Machine: J.C.R. Licklider and the Revolution That Made Computing Personal,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,"=""014200135X""","=""9780142001356""",0,4.57,Penguin Books,Paperback,512,2002,2001,,2023/12/22,"to-read, patrick-collison-green","to-read (#290), patrick-collison-green (#3)",to-read,,,,0,0
29435,Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,"Wills, Garry",,"=""0618134328""","=""9780618134328""",0,4.19,Mariner Books,Paperback,640,2002,1969,,2024/07/22,"to-read, patrick-collison-green","to-read (#391), patrick-collison-green (#2)",to-read,,,,0,0
438607,Hard Landing: The Epic Contest for Power and Profits That Plunged the Airlines into Chaos,Thomas Petzinger Jr.,"Jr., Thomas Petzinger",,"=""0812928350""","=""9780812928358""",0,4.40,Three Rivers Press,Paperback,616,1996,1995,,2024/07/22,patrick-collison-green,patrick-collison-green (#1),read,,,,0,0
131048198,Smoke and Ashes: A Writer's Journey through Opium's Hidden Histories,Amitav Ghosh,"Ghosh, Amitav",,"=""9356992665""","=""9789356992665""",0,4.15,Fourth Estate India,Kindle Edition,417,2023,2024,,2024/07/21,to-read,to-read (#390),to-read,,,,0,0
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""0062300547""","=""9780062300546""",0,3.86,Harper,Hardcover,264,2016,2016,,2024/07/21,to-read,to-read (#389),to-read,,,,0,0
9768654,"Quantum: Einstein, Bohr, and the Great Debate about the Nature of Reality (Library Edition)",Manjit Kumar,"Kumar, Manjit",Ray Porter,"=""1441769943""","=""9781441769947""",0,4.26,"Blackstone Audio, Inc.",Audio Cassette,14,2010,2007,,2024/07/21,to-read,to-read (#388),to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.24,Avon,Mass Market Paperback,1152,2002,1999,,2024/07/18,to-read,to-read (#387),to-read,,,,0,0
112974860,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David  Brooks,"Brooks, David",,"=""059323006X""","=""9780593230084""",0,4.15,Random House,Hardcover,304,2023,2023,,2024/07/17,to-read,to-read (#386),to-read,,,,0,0
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",0,4.30,Anchor,Paperback,432,2000,1999,,2020/04/01,to-read,to-read (#385),to-read,,,,1,0
149800,Visual Complex Analysis,Tristan Needham,"Needham, Tristan",,"=""0198534469""","=""9780198534464""",0,4.48,Clarendon Press,Paperback,616,1999,1997,,2021/12/27,to-read,to-read (#384),to-read,,,,1,0
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""""",0,4.10,Random House,Hardcover,276,2006,2006,,2024/02/05,to-read,to-read (#383),to-read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,4.13,Vintage International,Paperback,467,2006,2002,,2024/04/22,to-read,to-read (#382),to-read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",0,4.10,Dial Press,Paperback,275,1999,1969,,2024/04/22,to-read,to-read (#381),to-read,,,,1,0
6370612,Look at the Birdie: Unpublished Short Fiction,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""038534371X""","=""9780385343718""",0,3.97,Delacorte Press,Hardcover,251,2009,2009,,2024/06/17,to-read,to-read (#380),to-read,,,,1,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.16,CRC Press,Paperback,376,1997,1996,,2024/06/30,to-read,to-read (#379),to-read,,,,1,0
214851927,Mangifera indica: A Biography of the Mango,Sopan Joshi,"Joshi, Sopan",,"=""939585376X""","=""9789395853767""",0,0.0,Aleph Book Company,Kindle Edition,0,2024,,,2024/07/17,to-read,to-read (#378),to-read,,,,0,0
118316,A Thousand Plateaus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles","Félix Guattari, Brian Massumi","=""0816614024""","=""9780816614028""",0,4.32,University of Minnesota Press,Paperback,632,1987,1980,,2024/07/17,to-read,to-read (#377),to-read,,,,0,0
53175372,Chris Voss teaches the Art of Negotiation,Chris Voss,"Voss, Chris",,"=""""","=""""",0,4.35,Masterclass.com,Paperback,14,,,,2024/07/14,to-read,to-read (#376),to-read,,,,0,0
61981171,The New Makers of Modern Strategy: From the Ancient World to the Digital Age,Hal Brands,"Brands, Hal","John Bew, Lawrence Freedman, Walter Russell Mead, Toshi Yoshihara, Matthew Kroenig, Hew Strachan, Antulio Echevarria II, John H. Maurer, Michael Cotey Morgan, James Lacey, Eric Helleiner, Jonathan Kirshner, Iskander Rehman, Matt J. Schumann, Michael V. Leggiere, Charles Edel, Kori Schake, Wayne Wei-siang Hsieh, Sarah C. M. Paine, Priya Satia, Margaret MacMillan, Williamson Murray, Robert Kagan, Tami Biddle, Brendan Simms, Francis Gavin, Daniel Marston, Guy Laron, Tanvi Madan, Sergey Radchenko, Thomas G. Mahnken, Christopher J. Griffin, Dmitry Adamsky, Carter Malkasian, Ahmed S. Hashim, Elizabeth Economy, Seth G. Jones, Sue Mi Terry, Jason K. Stearns, Joshua Rovner, Thomas Rid, John Lewis Gaddis, Eric Edelman, Andrew Ehrhardt, Mark Moyar","=""0691204381""","=""9780691204383""",0,4.48,Princeton University Press,Hardcover,1200,2023,,,2024/07/07,to-read,to-read (#374),to-read,,,,0,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",0,4.64,St. Martin's Press,Hardcover,480,2024,2024,,2024/07/07,to-read,to-read (#373),to-read,,,,0,0
7506516,"Geometric Folding Algorithms: Linkages, Origami, Polyhedra",Erik D. Demaine,"Demaine, Erik D.",Joseph O'Rourke,"=""0521715229""","=""9780521715225""",0,4.35,Cambridge University Press,Paperback,496,2008,2007,,2024/07/04,to-read,to-read (#372),to-read,,,,0,0
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""""","=""""",0,4.31,Vintage Books,Paperback,721,2007,2005,,2024/06/29,to-read,to-read (#371),to-read,,,,0,0
7936425,More Money Than God: Hedge Funds and the Making of a New Elite,Sebastian Mallaby,"Mallaby, Sebastian",,"=""1594202559""","=""9781594202551""",0,4.10,Penguin Press,Hardcover,496,2010,2010,,2024/06/24,to-read,to-read (#370),to-read,,,,0,0
18869177,Lying,Sam Harris,"Harris, Sam",,"=""""","=""""",0,3.88,Four Elephants Press,Kindle Edition,83,2013,2011,,2024/06/02,to-read,to-read (#369),to-read,,,,0,0
196848596,Good Energy: The Surprising Connection Between Metabolism and Limitless Health,Casey Means,"Means, Casey",Calley Means,"=""0593712641""","=""9780593712641""",0,4.22,Avery,Hardcover,400,2024,2024,,2024/05/06,to-read,to-read (#368),to-read,,,,0,0
42938221,Stay the Course: The Story of Vanguard and the Index Revolution,John C. Bogle,"Bogle, John C.",,"=""""","=""""",0,3.88,Wiley,Kindle Edition,316,2018,,,2024/04/24,to-read,to-read (#367),to-read,,,,0,0
171127,The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns,John C. Bogle,"Bogle, John C.",,"=""0470102101""","=""9780470102107""",0,4.16,John Wiley & Sons Inc,Hardcover,216,2007,2007,,2024/04/24,to-read,to-read (#366),to-read,,,,0,0
194021407,What You Are Looking For Is in the Library: A Novel,Shirō Kawai,"Kawai, Shirō","Hanako Footman, Michiko Aoyama, Winson Ting, Kenichiro Thomson, Susan Momoko Hingley","=""""","=""9798212721271""",0,4.09,Harlequin Audio and Blackstone Publishing (2023),Audio CD,,2023,2020,,2024/04/22,to-read,to-read (#365),to-read,,,,0,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",0,4.18,Grove Press,Hardcover,128,2021,2021,,2024/04/22,to-read,to-read (#364),to-read,,,,0,0
40961230,The Travelling Cat Chronicles,Hiro Arikawa,"Arikawa, Hiro",Philip Gabriel,"=""0735235244""","=""9780735235243""",5,4.34,Viking,Kindle Edition,281,2018,2012,2024/04/21,2024/04/17,,,read,,,,1,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",2,4.15,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2024/04/17,,,read,,,,1,0
12009,The Algebraist,Iain M. Banks,"Banks, Iain M.",,"=""1597800449""","=""9781597800440""",0,4.03,Night Shade Books,Paperback,434,2006,2004,,2024/03/08,to-read,to-read (#363),to-read,,,,0,0
37133029,Psychopolitics: Neoliberalism and New Technologies of Power,Byung-Chul Han,"Han, Byung-Chul",Erik Butler,"=""1784785784""","=""9781784785789""",0,4.09,Verso,Kindle Edition,96,2017,2014,,2024/02/24,to-read,to-read (#362),to-read,,,,0,0
18796,In Search of Lost Time,Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Terence Kilmartin, Andreas Mayor, D.J. Enright","=""0812969642""","=""9780812969641""",0,4.34,Modern Library,Paperback,4211,2003,1927,,2024/02/24,to-read,to-read (#361),to-read,,,,0,0
25490360,The Burnout Society,Byung-Chul Han,"Han, Byung-Chul",Erik Butler,"=""0804795096""","=""9780804795098""",0,3.89,Stanford University Press,Paperback,60,2015,2010,,2024/02/24,to-read,to-read (#360),to-read,,,,0,0
327051,Reasons and Persons,Derek Parfit,"Parfit, Derek",,"=""019824908X""","=""9780198249085""",0,4.27,Oxford University Press,Paperback,543,1986,1984,,2024/02/24,to-read,to-read (#359),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2024/02/24,to-read,to-read (#358),to-read,,,,0,0
179744,The Emperor's New Mind,Roger Penrose,"Penrose, Roger",,"=""0192861980""","=""9780192861986""",0,3.90,Oxford University Press,Paperback,602,1999,1989,,2024/02/24,to-read,to-read (#357),to-read,,,,0,0
62069739,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""""",0,4.14,New York Review Books,Kindle Edition,193,2022,2020,,2024/02/19,to-read,to-read (#356),to-read,,,,0,0
55278507,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Sophie Aldred,"=""1549106392""","=""9781549106392""",0,4.19,Orbit,Audiobook,19,2021,2021,,2024/02/18,to-read,to-read (#355),to-read,,,,0,0
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""""","=""""",0,3.98,Knopf,Hardcover,294,2018,2018,,2024/02/18,to-read,to-read (#354),to-read,,,,0,0
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060920432""","=""9780060920432""",0,4.11,Harper Perennial,Paperback,303,1990,1990,,2024/02/05,to-read,to-read (#353),to-read,,,,0,0
94578,The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,"=""0394719859""","=""9780394719856""",0,4.26,Random House,Mass Market Paperback,396,1974,1882,,2024/02/05,to-read,to-read (#352),to-read,,,,0,0
12322,Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche,"Nietzsche, Friedrich","Maudemarie Clark, Brian Leiter","=""0521599636""","=""9780521599634""",0,4.16,Cambridge University Press,Paperback,292,1997,1881,,2024/02/05,to-read,to-read (#351),to-read,,,,0,0
415,Gravity’s Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.00,Penguin Books,Paperback,776,2006,1973,,2024/02/05,to-read,to-read (#350),to-read,,,,0,0
105249,The Partners: Inside America's Most Powerful Law Firms,James B. Stewart,"Stewart, James B.",,"=""0446380121""","=""9780446380126""",0,3.83,Grand Central Pub,Paperback,395,1984,1983,,2024/02/05,to-read,to-read (#349),to-read,,,,0,0
27494,Leaves of Grass,Walt Whitman,"Whitman, Walt",,"=""""","=""""",0,4.12,Simon  Schuster,Paperback,624,2006,1855,,2024/02/05,to-read,to-read (#348),to-read,,,,0,0
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.21,Simon & Schuster,Mass Market Paperback,1147,1990,1960,,2024/02/05,to-read,to-read (#347),to-read,,,,0,0
22917,The Complete Grimm's Fairy Tales,Jacob Grimm,"Grimm, Jacob","Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt","=""""","=""""",0,4.28,Pantheon Books,Paperback,880,1976,1812,,2024/02/05,to-read,to-read (#346),to-read,,,,0,0
1772910,White Nights,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Olga Shartse,"=""""","=""""",0,4.06,,Paperback,82,1848,1848,,2024/02/04,to-read,to-read (#345),to-read,,,,0,0
66863,Only the Paranoid Survive: How to Exploit the Crisis Points that Challenge Every Company and Career,Andrew S. Grove,"Grove, Andrew S.",,"=""1861975139""","=""9781861975133""",0,3.97,Profile Business,Paperback,224,1998,1996,,2024/01/30,to-read,to-read (#344),to-read,,,,0,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",0,4.26,Pantheon,Paperback,153,2004,2003,,2024/01/28,to-read,to-read (#343),to-read,,,,0,0
327,Why Zebras Don't Get Ulcers,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""0805073698""","=""9780805073690""",0,4.18,Holt Paperbacks,Paperback,560,2004,1993,,2024/01/23,to-read,to-read (#342),to-read,,,,0,0
57127277,Kaikeyi,Vaishnavi Patel,"Patel, Vaishnavi",,"=""0759557330""","=""9780759557338""",0,4.19,Redhook,Hardcover,478,2022,2022,,2024/01/22,to-read,to-read (#341),to-read,,,,0,0
33842416,The Quick and Easy Way to Effective Speaking,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,4.03,Diamond Pocket Books Pvt Ltd,Kindle Edition,163,2020,1962,,2024/01/12,to-read,to-read (#340),to-read,,,,0,0
169928,How to Speak / How to Listen,Mortimer J. Adler,"Adler, Mortimer J.",,"=""0684846470""","=""9780684846477""",0,3.85,Touchstone,Paperback,280,1997,1983,,2024/01/12,to-read,to-read (#339),to-read,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2024/01/10,to-read,to-read (#338),to-read,,,,0,0
679445,Analysis of Sensations: Works in the Philosophy of Science 1830-1914,Ernst Mach,"Mach, Ernst",,"=""1855067595""","=""9781855067592""",0,3.69,Thoemmes Continuum,Hardcover,433,1999,1914,,2024/01/10,"to-read, einstein","to-read (#337), einstein (#10)",to-read,,,,0,0
205218,Ethics,Baruch Spinoza,"Spinoza, Baruch","Stuart Hampshire, Edwin M. Curley","=""0140435719""","=""9780140435719""",0,4.10,Penguin Classics,Paperback,186,2005,1677,,2024/01/10,"to-read, einstein","to-read (#336), einstein (#9)",to-read,,,,0,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.16,Simon & Schuster,Hardcover,675,2007,2007,,2024/01/10,"to-read, einstein","to-read (#335), einstein (#8)",to-read,,,,0,0
18288,Critique of Pure Reason,Immanuel Kant,"Kant, Immanuel","Paul Guyer, Allen W. Wood","=""0521657296""","=""9780521657297""",0,3.96,Cambridge University Press,Paperback,785,1999,1781,,2023/08/05,"to-read, einstein","to-read (#217), einstein (#7)",to-read,,,,0,0
1016007,Science and Hypothesis,Henri Poincaré,"Poincaré, Henri",,"=""0486602214""","=""9780486602219""",0,3.95,Dover Publications,Paperback,288,2011,1902,,2024/01/10,"to-read, einstein","to-read (#334), einstein (#6)",to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",0,4.37,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2024/01/10,"to-read, einstein","to-read (#326), einstein (#5)",to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""""","=""""",0,4.09,Vintage,Paperback,964,2012,1878,,2024/01/10,"to-read, einstein","to-read (#333), einstein (#4)",to-read,,,,0,0
80311,A Treatise of Human Nature,David Hume,"Hume, David",,"=""1406927554""","=""9781406927559""",0,3.94,Hard Press,Paperback,434,2006,1739,,2023/12/14,"to-read, einstein","to-read (#280), einstein (#3)",to-read,,,,0,0
101145717,Read like Albert Einstein,Kate Terry,"Terry, Kate",,"=""1772468819""","=""9781772468816""",0,0.0,Aegitas,Kindle Edition,3868,2016,,,2024/01/10,to-read,to-read (#332),to-read,,,,0,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.90,Penguin Books,Paperback,1023,2003,1605,,2022/12/15,"to-read, einstein","to-read (#161), einstein (#2)",to-read,,,,0,0
3356445,The Grammar of Science,Karl Pearson,"Pearson, Karl",,"=""1602069565""","=""9781602069565""",0,4.00,Cosimo Inc,Hardcover,394,2007,,,2024/01/10,"to-read, einstein","to-read (#331), einstein (#1)",to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.18,Vintage Classics,Paperback,136,1994,1864,,2024/01/10,to-read,to-read (#330),to-read,,,,0,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, John Bugg, Robert Heindel","=""""","=""""",0,3.89,Norton,Paperback,464,2002,1847,,2024/01/10,to-read,to-read (#329),to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon, Eleanor Marx","=""0192840398""","=""9780192840394""",0,3.70,Oxford University Press,Paperback,329,2004,1856,,2024/01/10,to-read,to-read (#328),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2024/01/10,to-read,to-read (#327),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.27,Penguin,Paperback,671,2002,1866,,2024/01/10,to-read,to-read (#325),to-read,,,,0,0
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",5,4.20,Viking,Hardcover,576,2018,2018,2023/12/25,2023/11/30,to-read,to-read (#324),to-read,,,,1,0
38412,Fermat's Enigma,Simon Singh,"Singh, Simon",John Lynch,"=""0385493622""","=""9780385493628""",0,4.29,Anchor,Paperback,315,1998,1997,,2024/01/10,to-read,to-read (#323),to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",3,4.06,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2023/11/30,,,read,,,,2,0
25416321,"Actionable Gamification: Beyond Points, Badges, and Leaderboards",Yu-kai Chou,"Chou, Yu-kai",,"=""""","=""""",0,4.14,Octalysis Media,Kindle Edition,513,2015,2015,,2024/01/10,to-read,to-read (#322),to-read,,,,0,0
8491860,Gaza in Crisis: Reflections on Israel's War Against the Palestinians,Noam Chomsky,"Chomsky, Noam","Ilan Pappé, Frank Barat","=""1608460975""","=""9781608460977""",0,4.13,Haymarket Books,Paperback,240,2010,2010,,2023/11/26,to-read,to-read (#321),to-read,,,,0,0
54429617,"The Middle East Crisis Factory: Tyranny, Resilience and Resistance",Iyad El-Baghdadi,"El-Baghdadi, Iyad",Ahmed Gatnash,"=""1787383040""","=""9781787383043""",0,4.28,C Hurst & Co Publishers Ltd ,Paperback,216,2021,2021,,2023/12/25,to-read,to-read (#320),to-read,,,,0,0
209574,"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0767903692""","=""9780767903691""",0,4.32,Broadway Books,Paperback,294,1999,1998,,2024/01/01,to-read,to-read (#319),to-read,,,,0,0
23013953,Gut: The Inside Story of Our Body's Most Underrated Organ,Giulia Enders,"Enders, Giulia",Jill Enders,"=""1771641495""","=""9781771641494""",5,4.07,Greystone Books,Paperback,273,2015,2014,,2020/04/01,to-read,to-read (#318),to-read,,,,1,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2023/12/27,to-read,to-read (#317),to-read,,,,0,0
172366,The Library of Babel,Jorge Luis Borges,"Borges, Jorge Luis","Erik Desmazieres, Andrew Hurley, Angela Giral","=""156792123X""","=""9781567921236""",0,4.36,David R Godine Pub,Hardcover,36,2000,1941,,2023/12/20,to-read,to-read (#316),to-read,,,,0,0
61354666,The Secret Lives of Numbers: A Hidden History of Math's Unsung Trailblazers,Kate Kitagawa,"Kitagawa, Kate",Timothy Revell,"=""""","=""""",0,3.97,William Morrow,Hardcover,320,2024,2023,,2024/01/04,to-read,to-read (#315),to-read,,,,0,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.27,Penguin Books,Paperback,304,2019,1982,,2024/01/09,to-read,to-read (#314),to-read,,,,0,0
1330324,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,"Ghosh, Amitav",,"=""071956896X""","=""9780719568961""",0,3.97,John Murray Publisher,Paperback,513,2008,2008,,2024/01/07,to-read,to-read (#313),to-read,,,,0,0
396218,An Introduction to Modern Astrophysics,Bradley W. Carroll,"Carroll, Bradley W.",Dale A. Ostlie,"=""0201547309""","=""9780201547306""",0,4.25,Benjamin Cummings,Hardcover,1326,1995,2003,,2024/01/07,to-read,to-read (#312),to-read,,,,0,0
2872282,"The Art of Problem Solving, Volume 1: The Basics",Sandor Lehoczky,"Lehoczky, Sandor",Richard Rusczyk,"=""0977304566""","=""9780977304561""",0,4.33,AoPS Incorporated,Paperback,288,2006,2006,,2024/01/07,to-read,to-read (#311),to-read,,,,0,0
27833843,Unnatural Causes: The Life and Many Deaths of Britain's Top Forensic Pathologist,Richard Shepherd,"Shepherd, Richard",,"=""0718182715""","=""9780718182717""",0,4.33,Michael Joseph,Hardcover,400,2018,2018,,2024/01/06,to-read,to-read (#310),to-read,,,,0,0
